"Year","Country","Nuclear...quad.Btu","Total.Renewables...quad.Btu","Hydroelectricity...quad.Btu","Non.hydroelectric.renewables...quad.Btu","Geothermal...quad.Btu","Wind...quad.Btu","Biowaste...quad.Btu","solar...quad.Btu"
1990,"Greece",0,0.005981484,0.00597466,6.82428e-06,0,6.82428e-06,0,0
1990,"Greenland",0,0,0,0,0,0,0,0
1990,"Grenada",0,0,0,0,0,0,0,0
1990,"Guadeloupe",0,0.000102364,0,0.000102364,0.000102364,0,0,0
1990,"Guam",0,0,0,0,0,0,0,0
1990,"Guatemala",0,0.008226673,0.007254213,0.00097246,0,0,0.00097246,0
1990,"Guinea",0,0.000590301,0.000590301,0,0,0,0,0
1990,"Guinea-Bissau",0,0,0,0,0,0,0,0
1990,"Guyana",0,1.70607e-05,1.70607e-05,0,0,0,0,0
1990,"Haiti",0,0.001255668,0.001201074,5.45943e-05,0,0,5.45943e-05,0
1990,"Hawaiian Trade Zone",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Honduras",0,0.007049485,0.007049485,0,0,0,0,0
1990,"Hong Kong",0,0,0,0,0,0,0,0
1990,"Hungary",0.044507975,0.00071655,0.000600537,0.000116013,0,0,0.000116013,0
1990,"Iceland",0,0.015224976,0.014201333,0.001023642,0.001023642,0,0,0
1990,"India",0.019145527,0.242163104,0.242053915,0.000109189,0,0.000109189,0,0
1990,"Indonesia",0,0.026583995,0.022745336,0.003838659,0.003838659,0,0,0
1990,"Iran",0,0.020547917,0.020547917,0,0,0,0,0
1990,"Iraq",0,0.002060934,0.002060934,0,0,0,0,0
1990,"Ireland",0,0.002354378,0.002354378,0,0,0,0,0
1990,"Israel",0,1.02364e-05,1.02364e-05,0,0,0,0,0
1990,"Italy",0,0.118199998,0.106834155,0.011365844,0.01099392,6.82428e-06,0.000351451,1.36486e-05
1990,"Jamaica",0,0.000706313,0.000371923,0.00033439,0,0,0.00033439,0
1990,"Japan",0.655670312,0.343513947,0.301674266,0.041839681,0.005940539,0,0.03589573,3.41214e-06
1990,"Jordan",0,6.48307e-05,6.14185e-05,3.41214e-06,0,3.41214e-06,0,0
1990,"Kazakhstan",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Kenya",0,0.010368236,0.008570037,0.001798199,0.001112358,0,0.00068584,0
1990,"Kiribati",0,0,0,0,0,0,0,0
1990,"Kosovo",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Kuwait",0,0,0,0,0,0,0,0
1990,"Kyrgyzstan",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Laos",0,0.00278772,0.00278772,0,0,0,0,0
1990,"Latvia",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Lebanon",0,0.001013406,0.001013406,0,0,0,0,0
1990,"Lesotho",0,0,0,0,0,0,0,0
1990,"Liberia",0,0,0,0,0,0,0,0
1990,"Libya",0,0,0,0,0,0,0,0
1990,"Lithuania",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Luxembourg",0,0.000354863,0.00023885,0.000116013,0,0,0.000116013,0
1990,"Macau",0,0,0,0,0,0,0,0
1990,"Madagascar",0,0.001153304,0.001153304,0,0,0,0,0
1990,"Malawi",0,0.002378263,0.002378263,0,0,0,0,0
1990,"Malaysia",0,0.013471135,0.013471135,0,0,0,0,0
1990,"Maldives",0,0,0,0,0,0,0,0
1990,"Mali",0,0.000617598,0.000617598,0,0,0,0,0
1990,"Malta",0,0,0,0,0,0,0,0
1990,"Martinique",0,0,0,0,0,0,0,0
1990,"Mauritania",0,8.53035e-05,8.53035e-05,0,0,0,0,0
1990,"Mauritius",0,0.00028662,0.00028662,0,0,0,0,0
1990,"Mexico",0.009519875,0.096799046,0.079308408,0.017490638,0.017483814,3.41214e-06,0,3.41214e-06
1990,"Micronesia",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Moldova",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Mongolia",0,0,0,0,0,0,0,0
1990,"Montenegro",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Montserrat",0,0,0,0,0,0,0,0
1990,"Morocco",0,0.004039976,0.004039976,0,0,0,0,0
1990,"Mozambique",0,0.000958812,0.000958812,0,0,0,0,0
1990,"Namibia",0,0,0,0,0,0,0,0
1990,"Nauru",0,0,0,0,0,0,0,0
1990,"Nepal",0,0.002992448,0.002992448,0,0,0,0,0
1990,"Netherlands",0.011352195,0.004207171,0.000406045,0.003801126,0,0.00019108,0.003610046,0
1990,"Netherlands Antilles",0,0,0,0,0,0,0,0
1990,"New Caledonia",0,0.001555937,0.001555937,0,0,0,0,0
1990,"New Zealand",0,0.088335004,0.078320421,0.010014583,0.006861476,0,0.002924494,0
1990,"Nicaragua",0,0.002678531,0.001361445,0.001317087,0.001317087,0,0,0
1990,"Niger",0,0,0,0,0,0,0,0
1990,"Nigeria",0,0.014818931,0.014818931,0,0,0,0,0
1990,"Niue",0,0,0,0,0,0,0,0
1990,"North Korea",0,0.052697115,0.052697115,0,0,0,0,0
1990,"North Macedonia",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Northern Mariana Islands",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Norway",0,0.410054121,0.409228382,0.000825738,0,0,0.000825738,0
1990,"Oman",0,0,0,0,0,0,0,0
1990,"Pakistan",0.00124202,0.057173845,0.057173845,0,0,0,0,0
1990,"Palestinian Territories",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Panama",0,0.007667082,0.007476002,0.00019108,0,0,0.00019108,0
1990,"Papua New Guinea",0,0.001552524,0.001552524,0,0,0,0,0
1990,"Paraguay",0,0.092823901,0.09275907,6.48307e-05,0,0,6.48307e-05,0
1990,"Peru",0,0.035841136,0.035377084,0.000464051,0,0,0.000464051,0
1990,"Philippines",0,0.039123616,0.02047285,0.018650766,0.018650766,0,0,0
1990,"Poland",0,0.005667567,0.004787235,0.000880333,0,0,0.000880333,0
1990,"Portugal",0,0.033302502,0.030931064,0.002371438,1.36486e-05,3.41214e-06,0.002350966,3.41214e-06
1990,"Puerto Rico",0,0.000466457,0.000466457,0,0,0,0,0
1990,"Qatar",0,0,0,0,0,0,0,0
1990,"Reunion",0,0.001856205,0.001856205,0,0,0,0,0
1990,"Romania",0,0.037096804,0.03708998,6.82428e-06,3.41214e-06,3.41214e-06,0,0
1990,"Russia",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Rwanda",0,0.000563003,0.000563003,0,0,0,0,0
1990,"Saint Helena",0,0,0,0,0,0,0,0
1990,"Saint Kitts and Nevis",0,0,0,0,0,0,0,0
1990,"Saint Lucia",0,0,0,0,0,0,0,0
1990,"Saint Pierre and Miquelon",0,0,0,0,0,0,0,0
1990,"Saint Vincent/Grenadines",0,8.18914e-05,8.18914e-05,0,0,0,0,0
1990,"Samoa",0,6.82428e-05,6.82428e-05,0,0,0,0,0
1990,"Sao Tome and Principe",0,2.72971e-05,2.72971e-05,0,0,0,0,0
1990,"Saudi Arabia",0,0,0,0,0,0,0,0
1990,"Senegal",0,0.000150134,0,0.000150134,0,0,0.000150134,0
1990,"Serbia",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Seychelles",0,0,0,0,0,0,0,0
1990,"Sierra Leone",0,0,0,0,0,0,0,0
1990,"Singapore",0,0.000580064,0,0.000580064,0,0,0.000580064,0
1990,"Slovakia",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Slovenia",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Solomon Islands",0,0,0,0,0,0,0,0
1990,"Somalia",0,0,0,0,0,0,0,0
1990,"South Africa",0.028829185,0.003446263,0.003446263,0,0,0,0,0
1990,"South Korea",0.171436232,0.015825513,0.015822101,3.41214e-06,0,0,0,3.41214e-06
1990,"South Sudan",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Spain",0.175912962,0.088210685,0.085849483,0.002361202,0,4.777e-05,0.002292959,2.04728e-05
1990,"Sri Lanka",0,0.010625409,0.010625409,0,0,0,0,0
1990,"Sudan",0,0.00323471,0.00323471,0,0,0,0,0
1990,"Suriname",0,0.003995618,0.003995618,0,0,0,0,0
1990,"Sweden",0.221024886,0.251778519,0.244916702,0.006861817,0,2.04728e-05,0.006841344,0
1990,"Switzerland",0.076493391,0.103394716,0.100647942,0.002746774,0,0,0.002743362,3.41214e-06
1990,"Syria",0,0.009216195,0.009216195,0,0,0,0,0
1990,"Taiwan",0.112143287,0.022496275,0.021773489,0.000722786,1.02364e-05,0,0.00071255,0
1990,"Tajikistan",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Tanzania",0,0.005234225,0.005234225,0,0,0,0,0
1990,"Thailand",0,0.016811622,0.01680821,3.41214e-06,3.41214e-06,0,0,0
1990,"The Bahamas",0,0,0,0,0,0,0,0
1990,"Timor-Leste",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Togo",0,0.000324153,0.000324153,0,0,0,0,0
1990,"Tonga",0,0,0,0,0,0,0,0
1990,"Trinidad and Tobago",0,0.000105776,0,0.000105776,0,0,0.000105776,0
1990,"Tunisia",0,0.000150134,0.000150134,0,0,0,0,0
1990,"Turkiye",0,0.078469021,0.07819605,0.000272971,0.000272971,0,0,0
1990,"Turkmenistan",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Turks and Caicos Islands",0,0,0,0,0,0,0,0
1990,"Tuvalu",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"U.S. Pacific Islands",0,0.000102364,0.000102364,0,0,0,0,0
1990,"U.S. Territories",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"U.S. Virgin Islands",0,0,0,0,0,0,0,0
1990,"Uganda",0,0.00259664,0.00259664,0,0,0,0,0
1990,"Ukraine",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"United Arab Emirates",0,0,0,0,0,0,0,0
1990,"United Kingdom",0.213129191,0.019810894,0.017466753,0.002344141,0,3.07093e-05,0.002313432,0
1990,"United States",6.104350276,1.817146615,0.999258266,0.817888349,0.062861732,0.009514703,0.68955,0.055961914
1990,"Uruguay",0,0.023874755,0.023673439,0.000201316,0,0,0.000201316,0
1990,"Uzbekistan",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1990,"Vanuatu",0,0,0,0,0,0,0,0
1990,"Venezuela",0,0.124928742,0.124928742,0,0,0,0,0
1990,"Vietnam",0,0.018190127,0.018190127,0,0,0,0,0
1990,"Wake Island",0,0,0,0,0,0,0,0
1990,"Western Sahara",0,0,0,0,0,0,0,0
1990,"Yemen",0,0,0,0,0,0,0,0
1990,"Zambia",0,0.026379267,0.026379267,0,0,0,0,0
1990,"Zimbabwe",0,0.012802355,0.012802355,0,0,0,0,0
1991,"Afghanistan",0,0.002330493,0.002330493,0,0,0,0,0
1991,"Albania",0,0.011884489,0.011884489,0,0,0,0,0
1991,"Algeria",0,0.000989521,0.000989521,0,0,0,0,0
1991,"American Samoa",0,0,0,0,0,0,0,0
1991,"Angola",0,0.002439681,0.002439681,0,0,0,0,0
1991,"Antarctica",0,0,0,0,0,0,0,0
1991,"Antigua and Barbuda",0,0,0,0,0,0,0,0
1991,"Argentina",0.02625643,0.055136797,0.054795582,0.000341214,0,0,0.000341214,0
1991,"Armenia",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Aruba",0,0,0,0,0,0,0,0
1991,"Australia",0,0.056071723,0.053444374,0.002627349,0,0,0.002627349,0
1991,"Austria",0,0.110440788,0.10615855,0.004282238,0,0,0.004282238,0
1991,"Azerbaijan",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Bahrain",0,0,0,0,0,0,0,0
1991,"Bangladesh",0,0.002832078,0.002832078,0,0,0,0,0
1991,"Barbados",0,0,0,0,0,0,0,0
1991,"Belarus",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Belgium",0.138935583,0.003552039,0.000771144,0.002780895,0,2.72971e-05,0.002753598,0
1991,"Belize",0,0.000136486,0,0.000136486,0,0,0.000136486,0
1991,"Benin",0,0,0,0,0,0,0,0
1991,"Bermuda",0,0,0,0,0,0,0,0
1991,"Bhutan",0,0.005312705,0.005312705,0,0,0,0,0
1991,"Bolivia",0,0.004804295,0.004678046,0.000126249,0,0,0.000126249,0
1991,"Bosnia and Herzegovina",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Botswana",0,0,0,0,0,0,0,0
1991,"Brazil",0.004674634,0.749319951,0.735671385,0.013648567,0,0,0.013648567,0
1991,"British Virgin Islands",0,0,0,0,0,0,0,0
1991,"Brunei",0,0,0,0,0,0,0,0
1991,"Bulgaria",0.042344678,0.008247146,0.008247146,0,0,0,0,0
1991,"Burkina Faso",0,4.43578e-05,4.43578e-05,0,0,0,0,0
1991,"Burma",0,0.00419011,0.00419011,0,0,0,0,0
1991,"Burundi",0,0.000375336,0.000375336,0,0,0,0,0
1991,"Cabo Verde",0,0,0,0,0,0,0,0
1991,"Cambodia",0,0.000218377,0.000218377,0,0,0,0,0
1991,"Cameroon",0,0.009014878,0.009014878,0,0,0,0,0
1991,"Canada",0.275301823,1.055371995,1.041638125,0.01373387,0,0,0.013624682,0
1991,"Cayman Islands",0,0,0,0,0,0,0,0
1991,"Central African Republic",0,0.000255911,0.000255911,0,0,0,0,0
1991,"Chad",0,0,0,0,0,0,0,0
1991,"Chile",0,0.047872347,0.044347605,0.003524742,0,0,0.003524742,0
1991,"China",0,0.422627863,0.422590329,3.75336e-05,0,3.07093e-05,0,6.82428e-06
1991,"Colombia",0,0.09376224,0.092844374,0.000917866,0,0,0.000917866,0
1991,"Comoros",0,6.82428e-06,6.82428e-06,0,0,0,0,0
1991,"Congo-Brazzaville",0,0.001617355,0.001617355,0,0,0,0,0
1991,"Congo-Kinshasa",0,0.017763609,0.017763609,0,0,0,0,0
1991,"Cook Islands",0,0,0,0,0,0,0,0
1991,"Costa Rica",0,0.012382662,0.012348541,3.41214e-05,0,0,3.41214e-05,0
1991,"Cote d'Ivoire",0,0.00423788,0.00423788,0,0,0,0,0
1991,"Croatia",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Cuba",0,0.00466781,0.000354863,0.004312947,0,0,0.004312947,0
1991,"Cyprus",0,0,0,0,0,0,0,0
1991,"Czechia",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Denmark",0,0.003828423,8.87157e-05,0.003739707,0,0.002524985,0.001214722,0
1991,"Djibouti",0,0,0,0,0,0,0,0
1991,"Dominica",0,5.45943e-05,5.45943e-05,0,0,0,0,0
1991,"Dominican Republic",0,0.001972218,0.001883502,8.87157e-05,0,0,8.87157e-05,0
1991,"Ecuador",0,0.017146012,0.017146012,0,0,0,0,0
1991,"Egypt",0,0.029157091,0.02915675,3.41e-07,0,0,0,3.41e-07
1991,"El Salvador",0,0.004360717,0.002855963,0.001504754,0.00145016,0,5.45943e-05,0
1991,"Equatorial Guinea",0,6.82428e-06,6.82428e-06,0,0,0,0,0
1991,"Eritrea",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Estonia",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Eswatini",0,0.000689253,0.000689253,0,0,0,0,0
1991,"Ethiopia",0,0.003743119,0.003743119,0,0,0,0,0
1991,"Falkland Islands",0,0,0,0,0,0,0,0
1991,"Faroe Islands",0,0.000252498,0.000252498,0,0,0,0,0
1991,"Fiji",0,0.001368269,0.001300026,6.82428e-05,0,0,6.82428e-05,0
1991,"Finland",0.063244045,0.061640339,0.04457963,0.017060708,0,0,0.017057296,3.41214e-06
1991,"Former Czechoslovakia",0.076848254,0.01064247,0.01064247,0,0,0,0,0
1991,"Former Serbia and Montenegro",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Former U.S.S.R.",0.687529478,0.793933703,0.793834751,9.89521e-05,9.89521e-05,0,0,0
1991,"Former Yugoslavia",0.014232043,0.064588429,0.064588429,0,0,0,0,0
1991,"France",1.074050058,0.199975385,0.192025095,0.00795029,0,0,0.006186213,0
1991,"French Guiana",0,0,0,0,0,0,0,0
1991,"French Polynesia",0,0.000252498,0.000252498,0,0,0,0,0
1991,"Gabon",0,0.002415796,0.002388499,2.72971e-05,0,0,2.72971e-05,0
1991,"Gambia, The",0,0,0,0,0,0,0,0
1991,"Georgia",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Germany",0.477897733,0.070566501,0.050301792,0.020264709,0,0.00073361,0.019527687,3.41214e-06
1991,"Germany, East",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Germany, West",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Ghana",0,0.02072876,0.02072876,0,0,0,0,0
1991,"Gibraltar",0,0,0,0,0,0,0,0
1991,"Greece",0,0.010475275,0.010468451,6.82428e-06,0,6.82428e-06,0,0
1991,"Greenland",0,0,0,0,0,0,0,0
1991,"Grenada",0,0,0,0,0,0,0,0
1991,"Guadeloupe",0,0.000102364,0,0.000102364,0.000102364,0,0,0
1991,"Guam",0,0,0,0,0,0,0,0
1991,"Guatemala",0,0.00838022,0.007254213,0.001126007,0,0,0.001126007,0
1991,"Guinea",0,0.000600537,0.000600537,0,0,0,0,0
1991,"Guinea-Bissau",0,0,0,0,0,0,0,0
1991,"Guyana",0,1.70607e-05,1.70607e-05,0,0,0,0,0
1991,"Haiti",0,0.001177189,0.001122595,5.45943e-05,0,0,5.45943e-05,0
1991,"Hawaiian Trade Zone",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Honduras",0,0.007158673,0.007158673,0,0,0,0,0
1991,"Hong Kong",0,0,0,0,0,0,0,0
1991,"Hungary",0.044494327,0.000818914,0.000655131,0.000163783,0,0,0.000163783,0
1991,"Iceland",0,0.01516697,0.014201333,0.000965636,0.000965636,0,0,0
1991,"India",0.017640772,0.245967642,0.245834568,0.000133074,0,0.000133074,0,0
1991,"Indonesia",0,0.027829427,0.024250091,0.003579337,0.003579337,0,0,0
1991,"Iran",0,0.023833809,0.023833809,0,0,0,0,0
1991,"Iraq",0,0.001047527,0.001047527,0,0,0,0,0
1991,"Ireland",0,0.002518161,0.002518161,0,0,0,0,0
1991,"Israel",0,2.04728e-05,2.04728e-05,0,0,0,0,0
1991,"Italy",0,0.154314105,0.142685527,0.011628579,0.010857435,1.02364e-05,0.000743847,1.70607e-05
1991,"Jamaica",0,0.000566416,0.000406045,0.000160371,0,0,0.000160371,0
1991,"Japan",0.691937965,0.372397726,0.329329674,0.043068052,0.006049727,0,0.037014912,3.41214e-06
1991,"Jordan",0,2.72971e-05,2.3885e-05,3.41214e-06,0,3.41214e-06,0,0
1991,"Kazakhstan",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Kenya",0,0.011075812,0.009356092,0.001719719,0.001013406,0,0.000706313,0
1991,"Kiribati",0,0,0,0,0,0,0,0
1991,"Kosovo",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Kuwait",0,0,0,0,0,0,0,0
1991,"Kyrgyzstan",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Laos",0,0.002989036,0.002989036,0,0,0,0,0
1991,"Latvia",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Lebanon",0,0.00168901,0.00168901,0,0,0,0,0
1991,"Lesotho",0,0,0,0,0,0,0,0
1991,"Liberia",0,0,0,0,0,0,0,0
1991,"Libya",0,0,0,0,0,0,0,0
1991,"Lithuania",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Luxembourg",0,0.000412869,0.000283208,0.000129661,0,0,0.000129661,0
1991,"Macau",0,0,0,0,0,0,0,0
1991,"Madagascar",0,0.001132831,0.001132831,0,0,0,0,0
1991,"Malawi",0,0.002535221,0.002535221,0,0,0,0,0
1991,"Malaysia",0,0.014887174,0.014887174,0,0,0,0,0
1991,"Maldives",0,0,0,0,0,0,0,0
1991,"Mali",0,0.00062101,0.00062101,0,0,0,0,0
1991,"Malta",0,0,0,0,0,0,0,0
1991,"Martinique",0,0,0,0,0,0,0,0
1991,"Mauritania",0,8.53035e-05,8.53035e-05,0,0,0,0,0
1991,"Mauritius",0,0.000252498,0.000252498,0,0,0,0,0
1991,"Mexico",0.013750931,0.097471238,0.073821684,0.023649554,0.01854499,3.41214e-06,0.005094327,6.82428e-06
1991,"Micronesia",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Moldova",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Mongolia",0,0,0,0,0,0,0,0
1991,"Montenegro",0,0.002620525,0.0014348055,2.04728e-05,0,0,0,0
1991,"Montserrat",0,0,0,0,0,0,0,0
1991,"Morocco",0,0.004210583,0.004210583,0,0,0,0,0
1991,"Mozambique",0,0.001091885,0.001091885,0,0,0,0,0
1991,"Namibia",0,0,0,0,0,0,0,0
1991,"Nauru",0,0,0,0,0,0,0,0
1991,"Nepal",0,0.00307434,0.00307434,0,0,0,0,0
1991,"Netherlands",0.010792604,0.004596155,0.000269559,0.004326596,0,0.000300268,0.004026327,0
1991,"Netherlands Antilles",0,0,0,0,0,0,0,0
